state,year,tmax
Minnesota,1997,34.1
Minnesota,1997,50.2
Minnesota,1997,61.5
Minnesota,1997,79.4
Minnesota,1997,78.2
Minnesota,1997,75.7
Minnesota,1997,71.5
Minnesota,1997,57.0
Minnesota,1997,31.7
Minnesota,1997,30.2
Minnesota,1998,21.3
Minnesota,1998,35.4
Minnesota,1998,35.6
Minnesota,1998,59.2
Minnesota,1998,73.8
Minnesota,1998,72.0
Minnesota,1998,80.2
Minnesota,1998,80.3
Minnesota,1998,75.5
Minnesota,1998,57.2
Minnesota,1998,39.0
Minnesota,1998,28.7
Minnesota,1999,16.4
Minnesota,1999,32.8
Minnesota,1999,40.7
Minnesota,1999,55.4
Minnesota,1999,67.8
Minnesota,1999,74.9
Minnesota,1999,82.4
Minnesota,1999,77.0
Minnesota,1999,67.2
Minnesota,1999,55.6
Minnesota,1999,48.4
Minnesota,1999,31.1
Minnesota,2000,20.8
Minnesota,2000,33.0
Minnesota,2000,47.4
Minnesota,2000,53.9
Minnesota,2000,68.9
Minnesota,2000,72.6
Minnesota,2000,79.4
Minnesota,2000,78.8
Minnesota,2000,69.1
Minnesota,2000,59.3
Minnesota,2000,34.7
Minnesota,2000,11.4
Minnesota,2001,25.1
Minnesota,2001,17.7
Minnesota,2001,34.0
Minnesota,2001,53.4
Minnesota,2001,68.0
Minnesota,2001,76.2
Minnesota,2001,81.9
Minnesota,2001,81.4
Minnesota,2001,68.3
Minnesota,2001,54.9
Minnesota,2001,50.2
Minnesota,2001,29.8
Minnesota,2002,27.0
Minnesota,2002,34.3
Minnesota,2002,29.3
Minnesota,2002,50.9
Minnesota,2002,62.4
Minnesota,2002,78.2
Minnesota,2002,83.3
Minnesota,2002,76.9
Minnesota,2002,71.6
Minnesota,2002,45.6
Minnesota,2002,36.3
Minnesota,2002,29.7
Minnesota,2003,19.2
Minnesota,2003,21.1
Minnesota,2003,37.0
Minnesota,2003,55.6
Minnesota,2003,66.7
Minnesota,2003,75.2
Minnesota,2003,80.3
Minnesota,2003,82.5
Minnesota,2003,69.5
Minnesota,2003,58.3
Minnesota,2003,34.5
Minnesota,2003,28.4
Minnesota,2004,14.5
Minnesota,2004,26.2
Minnesota,2004,40.5
Minnesota,2004,56.9
Minnesota,2004,62.5
Minnesota,2004,72.0
Minnesota,2004,77.8
Minnesota,2004,72.1
Minnesota,2004,72.9
Minnesota,2004,56.1
Minnesota,2004,42.8
Minnesota,2004,25.8
Minnesota,2005,17.0
Minnesota,2005,30.2
Minnesota,2005,37.4
Minnesota,2005,59.9
Minnesota,2005,62.4
Minnesota,2005,77.7
Minnesota,2005,81.9
Minnesota,2005,77.9
Minnesota,2005,73.2
Minnesota,2005,58.2
Minnesota,2005,40.8
Minnesota,2005,23.0
Minnesota,2006,30.9
Minnesota,2006,23.5
Minnesota,2006,37.9
Minnesota,2006,60.9
Minnesota,2006,67.7
Minnesota,2006,77.7
Minnesota,2006,85.9
Minnesota,2006,79.3
Minnesota,2006,67.1
Minnesota,2006,52.4
Minnesota,2006,41.3
Minnesota,2006,31.9
Minnesota,2007,23.1
Minnesota,2007,17.0
Minnesota,2007,41.4
Minnesota,2007,53.0
Minnesota,2007,71.1
Minnesota,2007,78.8
Minnesota,2007,82.6
Minnesota,2007,77.7
Minnesota,2007,71.1
Minnesota,2007,58.7
Minnesota,2007,38.5
Minnesota,2007,20.0
Minnesota,2008,18.2
Minnesota,2008,20.3
Minnesota,2008,33.7
Minnesota,2008,50.2
Minnesota,2008,63.9
Minnesota,2008,74.1
Minnesota,2008,80.1
Minnesota,2008,79.3
Minnesota,2008,69.7
Minnesota,2008,55.9
Minnesota,2008,38.4
Minnesota,2008,17.2
Minnesota,2009,13.5
Minnesota,2009,25.3
Minnesota,2009,35.8
Minnesota,2009,52.5
Minnesota,2009,66.4
Minnesota,2009,73.6
Minnesota,2009,75.0
Minnesota,2009,75.1
Minnesota,2009,74.1
Minnesota,2009,46.5
Minnesota,2009,46.8
Minnesota,2009,19.1
Minnesota,2010,17.2
Minnesota,2010,24.0
Minnesota,2010,45.6
Minnesota,2010,63.3
Minnesota,2010,67.9
Minnesota,2010,74.0
Minnesota,2010,81.3
Minnesota,2010,81.1
Minnesota,2010,65.0
Minnesota,2010,61.0
Minnesota,2010,39.4
Minnesota,2010,18.9
Minnesota,2011,13.9
Minnesota,2011,23.4
Minnesota,2011,33.5
Minnesota,2011,51.2
Minnesota,2011,64.4
Minnesota,2011,73.6
Minnesota,2011,83.6
Minnesota,2011,79.8
Minnesota,2011,69.7
Minnesota,2011,60.9
Minnesota,2011,42.4
Minnesota,2011,31.0
Minnesota,2012,27.4
Minnesota,2012,31.9
Minnesota,2012,52.7
Minnesota,2012,57.2
Minnesota,2012,70.2
Minnesota,2012,78.8
Minnesota,2012,86.0
Minnesota,2012,79.5
Minnesota,2012,71.8
Minnesota,2012,52.8
Minnesota,2012,39.5
Minnesota,2012,25.0
Minnesota,2013,21.0
Minnesota,2013,22.8
Minnesota,2013,31.0
Minnesota,2013,43.1
Minnesota,2013,64.3
Minnesota,2013,74.5
Minnesota,2013,79.9
Minnesota,2013,79.9
Minnesota,2013,73.0
Minnesota,2013,53.7
Minnesota,2013,36.5
Minnesota,2013,14.3
Minnesota,2014,13.7
Minnesota,2014,14.9
Minnesota,2014,30.6
Minnesota,2014,48.8
Minnesota,2014,65.4
Minnesota,2014,75.2
Minnesota,2014,77.4
Minnesota,2014,77.3
Minnesota,2014,69.2
Minnesota,2014,56.2
Minnesota,2014,29.6
Minnesota,2014,26.6
Minnesota,2015,22.2
Minnesota,2015,16.1
Minnesota,2015,42.0
Minnesota,2015,57.5
Minnesota,2015,65.9
Minnesota,2015,76.1
Minnesota,2015,80.5
Minnesota,2015,76.8
Minnesota,2015,74.9
Minnesota,2015,58.6
Minnesota,2015,44.8
Minnesota,2015,30.7
Minnesota,2016,20.3
Minnesota,2016,28.5
Minnesota,2016,45.1
Minnesota,2016,52.8
Minnesota,2016,69.4
Minnesota,2016,76.7
Minnesota,2016,79.8
Minnesota,2016,78.8
Minnesota,2016,70.1
Minnesota,2016,57.7
Minnesota,2016,48.9
Minnesota,2016,22.7
Minnesota,2017,22.3
Minnesota,2017,33.7
Minnesota,2017,38.2
Minnesota,2017,55.3
Minnesota,2017,64.9
Minnesota,2017,77.0
Minnesota,2017,80.8
Minnesota,2017,74.9
Minnesota,2017,71.6
Minnesota,2017,57.2
Minnesota,2017,35.8
Minnesota,2017,21.7
Minnesota,2018,19.8
Minnesota,2018,20.2
Minnesota,2018,36.8
Minnesota,2018,43.4
Mississippi,1950,67.2
Mississippi,1950,65.1
Mississippi,1950,65.2
Mississippi,1950,72.5
Mississippi,1950,84.9
Mississippi,1950,88.6
Mississippi,1950,89.0
Mississippi,1950,88.9
Mississippi,1950,82.7
Mississippi,1950,79.9
Mississippi,1950,63.6
Mississippi,1950,52.6
Mississippi,1951,58.8
Mississippi,1951,60.7
Mississippi,1951,67.5
Mississippi,1951,73.6
Mississippi,1951,85.4
Mississippi,1951,90.2
Mississippi,1951,93.0
Mississippi,1951,96.9
Mississippi,1951,88.2
Mississippi,1951,79.9
Mississippi,1951,61.9
Mississippi,1951,62.9
Mississippi,1952,63.6
Mississippi,1952,62.8
Mississippi,1952,66.1
Mississippi,1952,73.7
Mississippi,1952,84.6
Mississippi,1952,95.3
Mississippi,1952,95.7
Mississippi,1952,94.2
Mississippi,1952,86.6
Mississippi,1952,74.2
Mississippi,1952,65.0
Mississippi,1952,57.0
Mississippi,1953,61.1
Mississippi,1953,60.5
Mississippi,1953,71.0
Mississippi,1953,74.4
Mississippi,1953,84.5
Mississippi,1953,95.4
Mississippi,1953,91.2
Mississippi,1953,91.6
Mississippi,1953,89.6
Mississippi,1953,81.8
Mississippi,1953,66.8
Mississippi,1953,55.0
Mississippi,1954,58.6
Mississippi,1954,67.4
Mississippi,1954,66.8
Mississippi,1954,80.4
Mississippi,1954,78.2
Mississippi,1954,93.1
Mississippi,1954,95.7
Mississippi,1954,98.0
Mississippi,1954,92.8
Mississippi,1954,79.2
Mississippi,1954,65.5
Mississippi,1954,58.6
Mississippi,1955,55.0
Mississippi,1955,59.9
Mississippi,1955,71.6
Mississippi,1955,78.8
Mississippi,1955,86.6
Mississippi,1955,87.1
Mississippi,1955,91.1
Mississippi,1955,91.2
Mississippi,1955,90.0
Mississippi,1955,78.4
Mississippi,1955,65.4
Mississippi,1955,57.8
Mississippi,1956,53.9
Mississippi,1956,63.7
Mississippi,1956,67.2
Mississippi,1956,74.4
Mississippi,1956,85.9
Mississippi,1956,87.9
Mississippi,1956,93.4
Mississippi,1956,94.0
Mississippi,1956,87.9
Mississippi,1956,79.4
Mississippi,1956,65.9
Mississippi,1956,65.7
Mississippi,1957,57.2
Mississippi,1957,65.8
Mississippi,1957,64.8
Mississippi,1957,77.0
Mississippi,1957,83.6
Mississippi,1957,88.8
Mississippi,1957,91.8
Mississippi,1957,91.5
Mississippi,1957,82.2
Mississippi,1957,71.0
Mississippi,1957,64.4
Mississippi,1957,61.1
Mississippi,1958,51.2
Mississippi,1958,50.6
Mississippi,1958,60.5
Mississippi,1958,75.2
Mississippi,1958,82.9
Mississippi,1958,88.9
Mississippi,1958,90.5
Mississippi,1958,90.5
Mississippi,1958,86.1
Mississippi,1958,75.6
Mississippi,1958,68.2
Mississippi,1958,53.5
Mississippi,1959,55.1
Mississippi,1959,59.9
Mississippi,1959,66.4
Mississippi,1959,74.7
Mississippi,1959,85.2
Mississippi,1959,87.6
Mississippi,1959,90.9
Mississippi,1959,91.6
Mississippi,1959,86.2
Mississippi,1959,76.8
Mississippi,1959,63.8
Mississippi,1959,58.1
Mississippi,1960,52.9
Mississippi,1960,53.3
Mississippi,1960,56.5
Mississippi,1960,78.3
Mississippi,1960,81.7
Mississippi,1960,91.1
Mississippi,1960,95.0
Mississippi,1960,90.6
Mississippi,1960,86.2
Mississippi,1960,77.8
Mississippi,1960,67.3
Mississippi,1960,53.6
Mississippi,1961,50.6
Mississippi,1961,63.2
Mississippi,1961,69.5
Mississippi,1961,72.7
Mississippi,1961,81.6
Mississippi,1961,85.6
Mississippi,1961,89.2
Mississippi,1961,89.3
Mississippi,1961,86.0
Mississippi,1961,77.5
Mississippi,1961,64.6
Mississippi,1961,57.0
Mississippi,1962,52.2
Mississippi,1962,68.1
Mississippi,1962,62.0
Mississippi,1962,73.0
Mississippi,1962,88.4
Mississippi,1962,88.6
Mississippi,1962,94.5
Mississippi,1962,93.6
Mississippi,1962,87.8
Mississippi,1962,79.7
Mississippi,1962,63.4
Mississippi,1962,55.4
Mississippi,1963,50.2
Mississippi,1963,54.8
Mississippi,1963,72.9
Mississippi,1963,78.6
Mississippi,1963,85.4
Mississippi,1963,90.8
Mississippi,1963,90.4
Mississippi,1963,92.1
Mississippi,1963,85.8
Mississippi,1963,84.6
Mississippi,1963,67.2
Mississippi,1963,48.1
Mississippi,1964,54.4
Mississippi,1964,54.3
Mississippi,1964,67.5
Mississippi,1964,77.2
Mississippi,1964,84.8
Mississippi,1964,90.5
Mississippi,1964,90.2
Mississippi,1964,90.3
Mississippi,1964,87.3
Mississippi,1964,73.8
Mississippi,1964,69.6
Mississippi,1964,58.4
Mississippi,1965,59.3
Mississippi,1965,57.6
Mississippi,1965,60.0
Mississippi,1965,79.9
Mississippi,1965,85.6
Mississippi,1965,88.7
Mississippi,1965,92.5
Mississippi,1965,90.7
Mississippi,1965,85.4
Mississippi,1965,76.0
Mississippi,1965,70.6
Mississippi,1965,60.4
Mississippi,1966,48.8
Mississippi,1966,56.8
Mississippi,1966,66.6
Mississippi,1966,75.9
Mississippi,1966,81.5
Mississippi,1966,88.3
Mississippi,1966,94.0
Mississippi,1966,88.7
Mississippi,1966,84.1
Mississippi,1966,74.5
Mississippi,1966,68.2
Mississippi,1966,56.0
Mississippi,1967,56.0
Mississippi,1967,55.6
Mississippi,1967,72.6
Mississippi,1967,80.7
Mississippi,1967,81.2
Mississippi,1967,89.2
Mississippi,1967,87.6
Mississippi,1967,86.3
Mississippi,1967,80.8
Mississippi,1967,76.8
Mississippi,1967,65.6
Mississippi,1967,59.9
Mississippi,1968,52.3
Mississippi,1968,51.8
Mississippi,1968,64.5
Mississippi,1968,75.7
Mississippi,1968,81.6
Mississippi,1968,90.6
Mississippi,1968,90.5
Mississippi,1968,91.3
Mississippi,1968,84.1
Mississippi,1968,77.5
Mississippi,1968,62.8
Mississippi,1968,55.2
Mississippi,1969,54.6
Mississippi,1969,57.3
Mississippi,1969,59.6
Mississippi,1969,75.8
Mississippi,1969,82.9
Mississippi,1969,91.0
Mississippi,1969,93.7
Mississippi,1969,90.5
Mississippi,1969,85.0
Mississippi,1969,76.3
Mississippi,1969,65.1
Mississippi,1969,56.0
Mississippi,1970,49.0
Mississippi,1970,57.7
Mississippi,1970,63.3
Mississippi,1970,78.1
Mississippi,1970,84.3
Mississippi,1970,87.9
Mississippi,1970,90.5
Mississippi,1970,90.0
Mississippi,1970,89.2
Mississippi,1970,74.5
Mississippi,1970,62.6
Mississippi,1970,61.9
Mississippi,1971,55.9
Mississippi,1971,58.9
Mississippi,1971,63.2
Mississippi,1971,76.0
Mississippi,1971,79.8
Mississippi,1971,91.2
Mississippi,1971,89.9
Mississippi,1971,88.8
Mississippi,1971,85.7
Mississippi,1971,80.8
Mississippi,1971,65.8
Mississippi,1971,63.7
Mississippi,1972,59.7
Mississippi,1972,59.7
Mississippi,1972,69.1
Mississippi,1972,77.2
Mississippi,1972,82.1
Mississippi,1972,89.3
Mississippi,1972,89.7
Mississippi,1972,92.2
Mississippi,1972,90.2
Mississippi,1972,76.2
Mississippi,1972,59.0
Mississippi,1972,57.0
Mississippi,1973,52.5
Mississippi,1973,57.0
Mississippi,1973,70.6
Mississippi,1973,71.6
Mississippi,1973,80.7
Mississippi,1973,89.7
Mississippi,1973,91.8
Mississippi,1973,89.7
Mississippi,1973,86.2
Mississippi,1973,80.8
Mississippi,1973,70.9
Mississippi,1973,57.6
Mississippi,1974,60.2
Mississippi,1974,60.3
Mississippi,1974,72.8
Mississippi,1974,75.4
Mississippi,1974,83.6
Mississippi,1974,85.5
Mississippi,1974,91.3
Mississippi,1974,89.7
Mississippi,1974,80.2
Mississippi,1974,76.0
Mississippi,1974,65.8
Mississippi,1974,57.9
Mississippi,1975,60.2
Mississippi,1975,61.8
Mississippi,1975,66.0
Mississippi,1975,73.3
Mississippi,1975,82.9
Mississippi,1975,87.7
Mississippi,1975,90.1
Mississippi,1975,89.0
Mississippi,1975,81.8
Mississippi,1975,76.6
Mississippi,1975,66.1
Mississippi,1975,56.3
Mississippi,1976,54.1
Mississippi,1976,67.5
Mississippi,1976,69.2
Mississippi,1976,77.3
Mississippi,1976,77.3
Mississippi,1976,86.4
Mississippi,1976,91.0
Mississippi,1976,91.1
Mississippi,1976,84.6
Mississippi,1976,71.2
Mississippi,1976,58.1
Mississippi,1976,55.0
Mississippi,1977,43.3
Mississippi,1977,60.2
Mississippi,1977,70.1
Mississippi,1977,77.8
Mississippi,1977,86.1
Mississippi,1977,93.3
Mississippi,1977,92.8
Mississippi,1977,90.9
Mississippi,1977,87.2
Mississippi,1977,74.4
Mississippi,1977,66.2
Mississippi,1977,56.4
Mississippi,1978,43.6
Mississippi,1978,49.1
Mississippi,1978,63.2
Mississippi,1978,78.0
Mississippi,1978,82.2
Mississippi,1978,89.6
Mississippi,1978,93.4
Mississippi,1978,91.4
Mississippi,1978,87.7
Mississippi,1978,78.6
Mississippi,1978,71.5
Mississippi,1978,59.4
Mississippi,1979,45.5
Mississippi,1979,52.4
Mississippi,1979,68.0
Mississippi,1979,74.9
Mississippi,1979,80.6
Mississippi,1979,87.8
Mississippi,1979,89.6
Mississippi,1979,89.9
Mississippi,1979,82.8
Mississippi,1979,78.3
Mississippi,1979,64.0
Mississippi,1979,57.3
Mississippi,1980,55.7
Mississippi,1980,54.3
Mississippi,1980,63.3
Mississippi,1980,72.9
Mississippi,1980,81.7
Mississippi,1980,90.5
Mississippi,1980,95.6
Mississippi,1980,94.8
Mississippi,1980,91.3
Mississippi,1980,74.8
Mississippi,1980,63.7
Mississippi,1980,58.0
Mississippi,1981,53.0
Mississippi,1981,59.3
Mississippi,1981,66.4
Mississippi,1981,80.8
Mississippi,1981,80.3
Mississippi,1981,90.6
Mississippi,1981,92.9
Mississippi,1981,91.8
Mississippi,1981,85.0
Mississippi,1981,75.0
Mississippi,1981,69.8
Mississippi,1981,55.0
Mississippi,1982,55.2
Mississippi,1982,56.6
Mississippi,1982,69.7
Mississippi,1982,72.7
Mississippi,1982,85.0
Mississippi,1982,88.6
Mississippi,1982,91.5
Mississippi,1982,89.8
Mississippi,1982,84.5
Mississippi,1982,76.2
Mississippi,1982,66.4
Mississippi,1982,61.8
Mississippi,1983,52.2
Mississippi,1983,56.8
Mississippi,1983,63.8
Mississippi,1983,69.5
Mississippi,1983,80.4
Mississippi,1983,85.2
Mississippi,1983,92.1
Mississippi,1983,92.9
Mississippi,1983,84.9
Mississippi,1983,77.4
Mississippi,1983,66.0
Mississippi,1983,49.6
Mississippi,1984,49.8
Mississippi,1984,61.7
Mississippi,1984,66.3
Mississippi,1984,73.4
Mississippi,1984,82.0
Mississippi,1984,90.1
Mississippi,1984,90.2
Mississippi,1984,87.8
Mississippi,1984,85.1
Mississippi,1984,79.7
Mississippi,1984,64.6
Mississippi,1984,66.3
Mississippi,1985,47.6
Mississippi,1985,54.1
Mississippi,1985,71.2
Mississippi,1985,77.0
Mississippi,1985,83.0
Mississippi,1985,90.0
Mississippi,1985,90.1
Mississippi,1985,89.5
Mississippi,1985,85.1
Mississippi,1985,77.4
Mississippi,1985,70.2
Mississippi,1985,53.9
Mississippi,1986,57.8
Mississippi,1986,63.4
Mississippi,1986,69.8
Mississippi,1986,77.8
Mississippi,1986,82.9
Mississippi,1986,89.9
Mississippi,1986,94.3
Mississippi,1986,90.8
Mississippi,1986,88.6
Mississippi,1986,75.8
Mississippi,1986,66.0
Mississippi,1986,53.8
Mississippi,1987,53.3
Mississippi,1987,58.7
Mississippi,1987,68.4
Mississippi,1987,75.5
Mississippi,1987,85.2
Mississippi,1987,88.3
Mississippi,1987,91.5
Mississippi,1987,92.4
Mississippi,1987,86.8
Mississippi,1987,75.0
Mississippi,1987,68.8
Mississippi,1987,61.1
Mississippi,1988,50.3
Mississippi,1988,57.6
Mississippi,1988,67.1
Mississippi,1988,76.7
Mississippi,1988,84.1
Mississippi,1988,91.6
Mississippi,1988,90.4
Mississippi,1988,91.7
Mississippi,1988,85.3
Mississippi,1988,71.8
Mississippi,1988,69.2
Mississippi,1988,59.0
Mississippi,1989,61.4
Mississippi,1989,55.7
Mississippi,1989,67.3
Mississippi,1989,75.0
Mississippi,1989,80.5
Mississippi,1989,86.0
Mississippi,1989,87.9
Mississippi,1989,90.0
Mississippi,1989,82.4
Mississippi,1989,76.3
Mississippi,1989,67.7
Mississippi,1989,48.9
Mississippi,1990,60.4
Mississippi,1990,65.3
Mississippi,1990,68.6
Mississippi,1990,74.7
Mississippi,1990,80.8
Mississippi,1990,90.3
Mississippi,1990,90.8
Mississippi,1990,93.3
Mississippi,1990,89.8
Mississippi,1990,76.9
Mississippi,1990,71.2
Mississippi,1990,61.4
Mississippi,1991,53.0
Mississippi,1991,61.4
Mississippi,1991,69.0
Mississippi,1991,75.8
Mississippi,1991,82.1
Mississippi,1991,88.2
Mississippi,1991,91.6
Mississippi,1991,90.0
Mississippi,1991,85.7
Mississippi,1991,78.4
Mississippi,1991,62.2
Mississippi,1991,60.8
Mississippi,1992,54.3
Mississippi,1992,63.8
Mississippi,1992,67.7
Mississippi,1992,74.9
Mississippi,1992,81.9
Mississippi,1992,86.6
Mississippi,1992,90.4
Mississippi,1992,86.5
Mississippi,1992,83.5
Mississippi,1992,76.8
Mississippi,1992,62.3
Mississippi,1992,56.4
Mississippi,1993,56.6
Mississippi,1993,58.7
Mississippi,1993,63.0
Mississippi,1993,70.7
Mississippi,1993,80.0
Mississippi,1993,88.6
Mississippi,1993,92.7
Mississippi,1993,92.0
Mississippi,1993,86.3
Mississippi,1993,74.9
Mississippi,1993,63.4
Mississippi,1993,56.5
Mississippi,1994,50.6
Mississippi,1994,60.6
Mississippi,1994,68.8
Mississippi,1994,78.3
Mississippi,1994,80.8
Mississippi,1994,88.8
Mississippi,1994,88.0
Mississippi,1994,88.9
Mississippi,1994,84.8
Mississippi,1994,74.5
Mississippi,1994,68.9
Mississippi,1994,58.8
Mississippi,1995,56.1
Mississippi,1995,59.8
Mississippi,1995,69.0
Mississippi,1995,76.4
Mississippi,1995,83.3
Mississippi,1995,87.5
Mississippi,1995,92.1
Mississippi,1995,93.2
Mississippi,1995,87.0
Mississippi,1995,77.1
Mississippi,1995,63.1
Mississippi,1995,55.8
Mississippi,1996,56.0
Mississippi,1996,59.3
Mississippi,1996,63.1
Mississippi,1996,73.8
Mississippi,1996,85.6
Mississippi,1996,88.0
Mississippi,1996,91.0
Mississippi,1996,88.7
Mississippi,1996,83.9
Mississippi,1996,76.2
Mississippi,1996,64.4
Mississippi,1996,61.2
Mississippi,1997,54.8
Mississippi,1997,60.3
Mississippi,1997,72.5
Mississippi,1997,70.9
Mississippi,1997,80.4
Mississippi,1997,85.1
Mississippi,1997,91.5
Mississippi,1997,89.2
Mississippi,1997,87.9
Mississippi,1997,76.6
Mississippi,1997,60.5
Mississippi,1997,54.6
Mississippi,1998,58.1
Mississippi,1998,60.2
Mississippi,1998,65.6
Mississippi,1998,73.8
Mississippi,1998,85.8
Mississippi,1998,92.3
Mississippi,1998,92.9
Mississippi,1998,92.6
Mississippi,1998,89.6
Mississippi,1998,80.8
Mississippi,1998,69.3
Mississippi,1998,59.2
Mississippi,1999,61.0
Mississippi,1999,65.2
Mississippi,1999,65.8
Mississippi,1999,79.5
Mississippi,1999,83.5
Mississippi,1999,88.3
Mississippi,1999,91.8
Mississippi,1999,95.3
Mississippi,1999,87.6
Mississippi,1999,77.7
Mississippi,1999,70.8
Mississippi,1999,59.3
Mississippi,2000,58.0
Mississippi,2000,66.6
Mississippi,2000,72.3
Mississippi,2000,73.5
Mississippi,2000,85.6
Mississippi,2000,89.2
Mississippi,2000,94.9
Mississippi,2000,96.6
Mississippi,2000,87.6
Mississippi,2000,80.2
Mississippi,2000,62.6
Mississippi,2000,48.9
Mississippi,2001,51.3
Mississippi,2001,63.8
Mississippi,2001,62.1
Mississippi,2001,78.3
Mississippi,2001,84.2
Mississippi,2001,87.0
Mississippi,2001,91.2
Mississippi,2001,89.4
Mississippi,2001,83.6
Mississippi,2001,74.9
Mississippi,2001,73.2
Mississippi,2001,62.1
Mississippi,2002,58.5
Mississippi,2002,58.2
Mississippi,2002,67.0
Mississippi,2002,77.7
Mississippi,2002,82.6
Mississippi,2002,88.8
Mississippi,2002,91.4
Mississippi,2002,90.5
Mississippi,2002,87.7
Mississippi,2002,75.2
Mississippi,2002,62.8
Mississippi,2002,57.4
Mississippi,2003,51.8
Mississippi,2003,56.3
Mississippi,2003,67.4
Mississippi,2003,76.7
Mississippi,2003,83.2
Mississippi,2003,86.4
Mississippi,2003,89.3
Mississippi,2003,90.7
Mississippi,2003,84.8
Mississippi,2003,76.9
Mississippi,2003,70.8
Mississippi,2003,56.9
Mississippi,2004,56.4
Mississippi,2004,54.9
Mississippi,2004,71.9
Mississippi,2004,75.1
Mississippi,2004,83.0
Mississippi,2004,86.4
Mississippi,2004,89.5
Mississippi,2004,87.8
Mississippi,2004,86.1
Mississippi,2004,80.4
Mississippi,2004,68.2
Mississippi,2004,57.5
Mississippi,2005,60.0
Mississippi,2005,60.8
Mississippi,2005,65.2
Mississippi,2005,75.3
Mississippi,2005,82.0
Mississippi,2005,88.2
Mississippi,2005,90.7
Mississippi,2005,93.0
Mississippi,2005,89.6
Mississippi,2005,78.0
Mississippi,2005,70.1
Mississippi,2005,56.1
Mississippi,2006,63.3
Mississippi,2006,56.9
Mississippi,2006,69.2
Mississippi,2006,81.2
Mississippi,2006,83.2
Mississippi,2006,91.4
Mississippi,2006,93.6
Mississippi,2006,94.6
Mississippi,2006,85.4
Mississippi,2006,76.6
Mississippi,2006,66.4
Mississippi,2006,60.2
Mississippi,2007,55.6
Mississippi,2007,57.8
Mississippi,2007,75.4
Mississippi,2007,73.5
Mississippi,2007,84.8
Mississippi,2007,91.3
Mississippi,2007,88.7
Mississippi,2007,96.4
Mississippi,2007,87.5
Mississippi,2007,78.5
Mississippi,2007,67.5
Mississippi,2007,63.0
Mississippi,2008,54.0
Mississippi,2008,62.3
Mississippi,2008,69.4
Mississippi,2008,75.2
Mississippi,2008,82.4
Mississippi,2008,90.4
Mississippi,2008,93.2
Mississippi,2008,88.0
Mississippi,2008,83.8
Mississippi,2008,75.3
Mississippi,2008,64.8
Mississippi,2008,59.1
Mississippi,2009,56.1
Mississippi,2009,63.3
Mississippi,2009,68.7
Mississippi,2009,75.4
Mississippi,2009,81.2
Mississippi,2009,91.9
Mississippi,2009,90.1
Mississippi,2009,89.1
Mississippi,2009,84.8
Mississippi,2009,72.5
Mississippi,2009,66.8
Mississippi,2009,53.3
Mississippi,2010,51.1
Mississippi,2010,50.5
Mississippi,2010,64.1
Mississippi,2010,78.7
Mississippi,2010,85.3
Mississippi,2010,92.6
Mississippi,2010,92.8
Mississippi,2010,94.2
Mississippi,2010,90.7
Mississippi,2010,81.3
Mississippi,2010,68.2
Mississippi,2010,53.7
Mississippi,2011,52.3
Mississippi,2011,61.3
Mississippi,2011,70.1
Mississippi,2011,79.5
Mississippi,2011,82.7
Mississippi,2011,94.2
Mississippi,2011,93.1
Mississippi,2011,94.8
Mississippi,2011,83.9
Mississippi,2011,75.6
Mississippi,2011,67.8
Mississippi,2011,58.2
Mississippi,2012,62.8
Mississippi,2012,61.7
Mississippi,2012,76.8
Mississippi,2012,78.1
Mississippi,2012,86.3
Mississippi,2012,90.0
Mississippi,2012,92.0
Mississippi,2012,89.6
Mississippi,2012,85.6
Mississippi,2012,74.4
Mississippi,2012,65.8
Mississippi,2012,62.2
Mississippi,2013,58.4
Mississippi,2013,59.5
Mississippi,2013,62.8
Mississippi,2013,73.9
Mississippi,2013,79.8
Mississippi,2013,89.1
Mississippi,2013,88.5
Mississippi,2013,90.0
Mississippi,2013,88.8
Mississippi,2013,76.4
Mississippi,2013,62.4
Mississippi,2013,56.7
Mississippi,2014,51.3
Mississippi,2014,56.7
Mississippi,2014,64.2
Mississippi,2014,74.8
Mississippi,2014,82.2
Mississippi,2014,87.8
Mississippi,2014,87.8
Mississippi,2014,90.5
Mississippi,2014,87.2
Mississippi,2014,79.3
Mississippi,2014,61.1
Mississippi,2014,59.8
Mississippi,2015,54.8
Mississippi,2015,52.8
Mississippi,2015,67.9
Mississippi,2015,77.0
Mississippi,2015,83.3
Mississippi,2015,89.3
Mississippi,2015,92.9
Mississippi,2015,91.6
Mississippi,2015,88.4
Mississippi,2015,78.7
Mississippi,2015,69.0
Mississippi,2015,66.8
Mississippi,2016,54.4
Mississippi,2016,62.6
Mississippi,2016,71.6
Mississippi,2016,76.4
Mississippi,2016,81.6
Mississippi,2016,90.8
Mississippi,2016,92.7
Mississippi,2016,91.4
Mississippi,2016,91.1
Mississippi,2016,84.0
Mississippi,2016,72.5
Mississippi,2016,59.6
Mississippi,2017,62.4
Mississippi,2017,69.2
Mississippi,2017,71.8
Mississippi,2017,79.6
Mississippi,2017,81.3
Mississippi,2017,85.7
Mississippi,2017,90.9
Mississippi,2017,88.2
Mississippi,2017,85.7
Mississippi,2017,78.8
Mississippi,2017,69.1
Mississippi,2017,57.7
Mississippi,2018,51.0
Mississippi,2018,67.0
Mississippi,2018,69.0
Mississippi,2018,72.0
Missouri,1950,44.9
Missouri,1950,46.2
