state,year,tmax
Idaho,1967,28.4
Idaho,1968,30.9
Idaho,1968,40.7
Idaho,1968,48.3
Idaho,1968,49.6
Idaho,1968,60.3
Idaho,1968,69.9
Idaho,1968,83.2
Idaho,1968,71.7
Idaho,1968,66.7
Idaho,1968,54.6
Idaho,1968,37.9
Idaho,1968,30.3
Idaho,1969,31.0
Idaho,1969,33.4
Idaho,1969,40.6
Idaho,1969,54.5
Idaho,1969,67.5
Idaho,1969,69.0
Idaho,1969,80.1
Idaho,1969,83.0
Idaho,1969,71.2
Idaho,1969,49.6
Idaho,1969,43.3
Idaho,1969,34.1
Idaho,1970,32.6
Idaho,1970,42.4
Idaho,1970,41.5
Idaho,1970,44.8
Idaho,1970,62.0
Idaho,1970,72.4
Idaho,1970,81.0
Idaho,1970,83.4
Idaho,1970,63.5
Idaho,1970,51.6
Idaho,1970,40.3
Idaho,1970,29.8
Idaho,1971,32.0
Idaho,1971,36.6
Idaho,1971,39.0
Idaho,1971,50.6
Idaho,1971,62.4
Idaho,1971,67.4
Idaho,1971,80.4
Idaho,1971,84.2
Idaho,1971,64.0
Idaho,1971,52.0
Idaho,1971,38.1
Idaho,1971,28.1
Idaho,1972,29.2
Idaho,1972,35.6
Idaho,1972,47.4
Idaho,1972,49.6
Idaho,1972,64.1
Idaho,1972,71.6
Idaho,1972,78.9
Idaho,1972,80.8
Idaho,1972,63.9
Idaho,1972,55.0
Idaho,1972,38.6
Idaho,1972,26.1
Idaho,1973,28.8
Idaho,1973,37.1
Idaho,1973,41.9
Idaho,1973,50.1
Idaho,1973,65.0
Idaho,1973,71.4
Idaho,1973,81.7
Idaho,1973,80.1
Idaho,1973,67.5
Idaho,1973,56.2
Idaho,1973,37.0
Idaho,1973,34.3
Idaho,1974,28.1
Idaho,1974,36.5
Idaho,1974,42.1
Idaho,1974,51.7
Idaho,1974,59.3
Idaho,1974,77.3
Idaho,1974,80.9
Idaho,1974,78.0
Idaho,1974,73.2
Idaho,1974,58.8
Idaho,1974,41.9
Idaho,1974,32.2
Idaho,1975,29.3
Idaho,1975,33.0
Idaho,1975,39.0
Idaho,1975,43.1
Idaho,1975,57.2
Idaho,1975,66.6
Idaho,1975,82.7
Idaho,1975,74.7
Idaho,1975,72.1
Idaho,1975,52.9
Idaho,1975,38.3
Idaho,1975,34.7
Idaho,1976,32.1
Idaho,1976,35.3
Idaho,1976,37.9
Idaho,1976,50.2
Idaho,1976,65.3
Idaho,1976,68.0
Idaho,1976,81.0
Idaho,1976,73.5
Idaho,1976,70.7
Idaho,1976,56.7
Idaho,1976,45.4
Idaho,1976,35.9
Idaho,1977,28.2
Idaho,1977,41.3
Idaho,1977,41.0
Idaho,1977,59.9
Idaho,1977,56.0
Idaho,1977,76.1
Idaho,1977,78.8
Idaho,1977,78.6
Idaho,1977,66.8
Idaho,1977,57.6
Idaho,1977,39.3
Idaho,1977,34.1
Idaho,1978,33.8
Idaho,1978,36.8
Idaho,1978,48.5
Idaho,1978,50.7
Idaho,1978,57.2
Idaho,1978,71.0
Idaho,1978,79.2
Idaho,1978,76.5
Idaho,1978,65.8
Idaho,1978,60.8
Idaho,1978,37.6
Idaho,1978,26.4
Idaho,1979,20.7
Idaho,1979,34.2
Idaho,1979,44.3
Idaho,1979,51.0
Idaho,1979,63.2
Idaho,1979,73.3
Idaho,1979,81.8
Idaho,1979,78.4
Idaho,1979,75.4
Idaho,1979,59.1
Idaho,1979,37.2
Idaho,1979,36.4
Idaho,1980,29.5
Idaho,1980,39.1
Idaho,1980,41.4
Idaho,1980,56.6
Idaho,1980,59.7
Idaho,1980,67.8
Idaho,1980,79.4
Idaho,1980,75.3
Idaho,1980,68.4
Idaho,1980,57.4
Idaho,1980,42.0
Idaho,1980,36.8
Idaho,1981,36.8
Idaho,1981,39.4
Idaho,1981,47.9
Idaho,1981,53.6
Idaho,1981,58.7
Idaho,1981,67.9
Idaho,1981,80.3
Idaho,1981,84.1
Idaho,1981,72.2
Idaho,1981,52.2
Idaho,1981,43.9
Idaho,1981,34.6
Idaho,1982,28.9
Idaho,1982,32.0
Idaho,1982,42.2
Idaho,1982,47.8
Idaho,1982,60.0
Idaho,1982,70.2
Idaho,1982,76.4
Idaho,1982,80.6
Idaho,1982,66.3
Idaho,1982,51.8
Idaho,1982,36.2
Idaho,1982,30.4
Idaho,1983,35.5
Idaho,1983,38.7
Idaho,1983,44.4
Idaho,1983,48.8
Idaho,1983,60.7
Idaho,1983,68.6
Idaho,1983,76.0
Idaho,1983,80.0
Idaho,1983,68.1
Idaho,1983,56.8
Idaho,1983,40.0
Idaho,1983,24.4
Idaho,1984,27.8
Idaho,1984,33.1
Idaho,1984,41.6
Idaho,1984,48.2
Idaho,1984,59.3
Idaho,1984,66.6
Idaho,1984,80.7
Idaho,1984,80.3
Idaho,1984,66.4
Idaho,1984,50.0
Idaho,1984,38.2
Idaho,1984,26.7
Idaho,1985,26.5
Idaho,1985,29.3
Idaho,1985,39.0
Idaho,1985,56.5
Idaho,1985,64.9
Idaho,1985,73.5
Idaho,1985,85.5
Idaho,1985,76.5
Idaho,1985,60.7
Idaho,1985,53.0
Idaho,1985,30.5
Idaho,1985,24.4
Idaho,1986,34.2
Idaho,1986,38.6
Idaho,1986,50.7
Idaho,1986,52.2
Idaho,1986,63.0
Idaho,1986,77.6
Idaho,1986,75.9
Idaho,1986,83.2
Idaho,1986,60.6
Idaho,1986,57.8
Idaho,1986,40.6
Idaho,1986,33.6
Idaho,1987,30.1
Idaho,1987,39.2
Idaho,1987,45.2
Idaho,1987,62.4
Idaho,1987,65.9
Idaho,1987,74.5
Idaho,1987,76.7
Idaho,1987,77.8
Idaho,1987,75.2
Idaho,1987,63.6
Idaho,1987,42.3
Idaho,1987,32.1
Idaho,1988,29.4
Idaho,1988,40.1
Idaho,1988,44.5
Idaho,1988,57.0
Idaho,1988,62.9
Idaho,1988,76.5
Idaho,1988,83.5
Idaho,1988,81.8
Idaho,1988,69.7
Idaho,1988,66.0
Idaho,1988,37.6
Idaho,1988,29.5
Idaho,1989,29.3
Idaho,1989,28.5
Idaho,1989,42.5
Idaho,1989,56.8
Idaho,1989,61.2
Idaho,1989,72.6
Idaho,1989,84.1
Idaho,1989,75.8
Idaho,1989,71.2
Idaho,1989,54.7
Idaho,1989,42.8
Idaho,1989,34.8
Idaho,1990,34.2
Idaho,1990,35.1
Idaho,1990,47.8
Idaho,1990,58.4
Idaho,1990,59.2
Idaho,1990,71.0
Idaho,1990,82.1
Idaho,1990,79.5
Idaho,1990,77.8
Idaho,1990,54.6
Idaho,1990,42.1
Idaho,1990,24.1
Idaho,1991,29.7
Idaho,1991,44.5
Idaho,1991,43.0
Idaho,1991,50.0
Idaho,1991,57.5
Idaho,1991,68.0
Idaho,1991,82.5
Idaho,1991,83.1
Idaho,1991,72.2
Idaho,1991,57.6
Idaho,1991,36.9
Idaho,1991,34.1
Idaho,1992,34.7
Idaho,1992,43.9
Idaho,1992,53.4
Idaho,1992,58.3
Idaho,1992,70.2
Idaho,1992,74.4
Idaho,1992,77.0
Idaho,1992,81.2
Idaho,1992,69.0
Idaho,1992,59.8
Idaho,1992,35.4
Idaho,1992,27.8
Idaho,1993,27.7
Idaho,1993,31.9
Idaho,1993,44.2
Idaho,1993,49.5
Idaho,1993,67.1
Idaho,1993,65.6
Idaho,1993,69.0
Idaho,1993,74.3
Idaho,1993,70.2
Idaho,1993,57.1
Idaho,1993,37.5
Idaho,1993,32.8
Idaho,1994,36.2
Idaho,1994,34.6
Idaho,1994,50.2
Idaho,1994,55.8
Idaho,1994,65.7
Idaho,1994,73.5
Idaho,1994,83.8
Idaho,1994,84.1
Idaho,1994,75.1
Idaho,1994,53.8
Idaho,1994,32.9
Idaho,1994,31.6
Idaho,1995,33.6
Idaho,1995,43.1
Idaho,1995,43.3
Idaho,1995,50.8
Idaho,1995,59.7
Idaho,1995,66.6
Idaho,1995,78.3
Idaho,1995,79.0
Idaho,1995,71.9
Idaho,1995,53.4
Idaho,1995,45.0
Idaho,1995,34.4
Idaho,1996,31.7
Idaho,1996,36.8
Idaho,1996,45.4
Idaho,1996,52.7
Idaho,1996,57.3
Idaho,1996,73.4
Idaho,1996,83.6
Idaho,1996,81.4
Idaho,1996,66.6
Idaho,1996,55.4
Idaho,1996,41.8
Idaho,1996,31.9
Idaho,1997,31.8
Idaho,1997,36.2
Idaho,1997,45.4
Idaho,1997,49.5
Idaho,1997,66.2
Idaho,1997,69.8
Idaho,1997,77.5
Idaho,1997,80.5
Idaho,1997,71.0
Idaho,1997,54.2
Idaho,1997,43.1
Idaho,1997,31.7
Idaho,1998,35.1
Idaho,1998,38.0
Idaho,1998,44.1
Idaho,1998,53.0
Idaho,1998,60.6
Idaho,1998,65.5
Idaho,1998,84.8
Idaho,1998,83.5
Idaho,1998,74.3
Idaho,1998,55.4
Idaho,1998,41.1
Idaho,1998,30.1
Idaho,1999,34.3
Idaho,1999,35.5
Idaho,1999,45.0
Idaho,1999,50.5
Idaho,1999,59.1
Idaho,1999,68.6
Idaho,1999,80.5
Idaho,1999,80.9
Idaho,1999,70.5
Idaho,1999,60.7
Idaho,1999,49.2
Idaho,1999,33.5
Idaho,2000,32.9
Idaho,2000,40.2
Idaho,2000,45.7
Idaho,2000,58.2
Idaho,2000,62.5
Idaho,2000,73.6
Idaho,2000,83.1
Idaho,2000,83.2
Idaho,2000,68.1
Idaho,2000,55.2
Idaho,2000,34.5
Idaho,2000,32.1
Idaho,2001,31.8
Idaho,2001,34.5
Idaho,2001,47.2
Idaho,2001,51.5
Idaho,2001,67.5
Idaho,2001,71.9
Idaho,2001,80.5
Idaho,2001,85.3
Idaho,2001,75.4
Idaho,2001,56.9
Idaho,2001,45.4
Idaho,2001,29.7
Idaho,2002,30.4
Idaho,2002,34.9
Idaho,2002,40.2
Idaho,2002,53.3
Idaho,2002,61.8
Idaho,2002,73.0
Idaho,2002,85.2
Idaho,2002,77.7
Idaho,2002,70.6
Idaho,2002,54.2
Idaho,2002,42.5
Idaho,2002,35.8
Idaho,2003,38.6
Idaho,2003,36.6
Idaho,2003,45.9
Idaho,2003,51.6
Idaho,2003,62.8
Idaho,2003,74.1
Idaho,2003,87.7
Idaho,2003,83.7
Idaho,2003,71.9
Idaho,2003,62.2
Idaho,2003,37.0
Idaho,2003,35.0
Idaho,2004,30.5
Idaho,2004,35.2
Idaho,2004,51.4
Idaho,2004,57.3
Idaho,2004,60.6
Idaho,2004,72.5
Idaho,2004,81.9
Idaho,2004,78.5
Idaho,2004,67.0
Idaho,2004,55.4
Idaho,2004,41.6
Idaho,2004,35.8
Idaho,2005,34.4
Idaho,2005,40.0
Idaho,2005,46.8
Idaho,2005,53.6
Idaho,2005,61.6
Idaho,2005,67.1
Idaho,2005,83.3
Idaho,2005,81.4
Idaho,2005,69.2
Idaho,2005,57.5
Idaho,2005,40.7
Idaho,2005,30.8
Idaho,2006,35.1
Idaho,2006,35.0
Idaho,2006,42.2
Idaho,2006,54.1
Idaho,2006,66.0
Idaho,2006,75.0
Idaho,2006,86.6
Idaho,2006,80.4
Idaho,2006,70.0
Idaho,2006,55.0
Idaho,2006,41.7
Idaho,2006,34.0
Idaho,2007,30.8
Idaho,2007,39.6
Idaho,2007,50.7
Idaho,2007,55.3
Idaho,2007,66.3
Idaho,2007,74.7
Idaho,2007,88.7
Idaho,2007,81.7
Idaho,2007,69.4
Idaho,2007,54.0
Idaho,2007,43.8
Idaho,2007,30.4
Idaho,2008,28.6
Idaho,2008,36.7
Idaho,2008,40.6
Idaho,2008,48.9
Idaho,2008,61.7
Idaho,2008,70.4
Idaho,2008,83.2
Idaho,2008,81.1
Idaho,2008,71.3
Idaho,2008,57.1
Idaho,2008,45.7
Idaho,2008,30.9
Idaho,2009,33.7
Idaho,2009,37.5
Idaho,2009,41.4
Idaho,2009,52.4
Idaho,2009,64.7
Idaho,2009,68.5
Idaho,2009,81.6
Idaho,2009,78.9
Idaho,2009,76.4
Idaho,2009,49.6
Idaho,2009,43.0
Idaho,2009,28.1
Idaho,2010,35.6
Idaho,2010,37.8
Idaho,2010,46.3
Idaho,2010,51.7
Idaho,2010,55.3
Idaho,2010,67.6
Idaho,2010,80.2
Idaho,2010,78.4
Idaho,2010,71.6
Idaho,2010,59.3
Idaho,2010,38.9
Idaho,2010,33.7
Idaho,2011,31.9
Idaho,2011,33.6
Idaho,2011,42.3
Idaho,2011,46.8
Idaho,2011,57.2
Idaho,2011,66.9
Idaho,2011,80.2
Idaho,2011,82.5
Idaho,2011,75.7
Idaho,2011,56.1
Idaho,2011,40.0
Idaho,2011,34.7
Idaho,2012,36.0
Idaho,2012,37.4
Idaho,2012,46.5
Idaho,2012,57.2
Idaho,2012,62.2
Idaho,2012,71.6
Idaho,2012,84.5
Idaho,2012,84.2
Idaho,2012,74.9
Idaho,2012,56.1
Idaho,2012,44.4
Idaho,2012,32.6
Idaho,2013,29.1
Idaho,2013,36.6
Idaho,2013,46.4
Idaho,2013,52.0
Idaho,2013,64.4
Idaho,2013,74.1
Idaho,2013,86.2
Idaho,2013,83.8
Idaho,2013,69.2
Idaho,2013,54.2
Idaho,2013,43.3
Idaho,2013,29.8
Idaho,2014,36.7
Idaho,2014,36.3
Idaho,2014,46.8
Idaho,2014,53.8
Idaho,2014,65.2
Idaho,2014,70.4
Idaho,2014,85.3
Idaho,2014,77.4
Idaho,2014,71.9
Idaho,2014,61.0
Idaho,2014,40.3
Idaho,2014,36.2
Idaho,2015,36.7
Idaho,2015,44.8
Idaho,2015,53.4
Idaho,2015,55.3
Idaho,2015,63.8
Idaho,2015,80.0
Idaho,2015,79.6
Idaho,2015,81.4
Idaho,2015,71.9
Idaho,2015,62.6
Idaho,2015,38.7
Idaho,2015,31.5
Idaho,2016,33.2
Idaho,2016,41.2
Idaho,2016,46.6
Idaho,2016,59.7
Idaho,2016,63.0
Idaho,2016,76.4
Idaho,2016,80.6
Idaho,2016,81.3
Idaho,2016,67.8
Idaho,2016,55.4
Idaho,2016,48.2
Idaho,2016,27.6
Idaho,2017,27.3
Idaho,2017,37.3
Idaho,2017,47.7
Idaho,2017,50.9
Idaho,2017,64.0
Idaho,2017,73.2
Idaho,2017,86.4
Idaho,2017,83.0
Idaho,2017,69.0
Idaho,2017,54.0
Idaho,2017,43.2
Idaho,2017,33.5
Idaho,2018,38.2
Idaho,2018,35.2
Idaho,2018,43.9
Idaho,2018,54.0
Illinois,1950,42.0
Illinois,1950,37.8
Illinois,1950,45.2
Illinois,1950,56.2
Illinois,1950,75.0
Illinois,1950,81.2
Illinois,1950,83.4
Illinois,1950,80.1
Illinois,1950,74.5
Illinois,1950,71.8
Illinois,1950,44.0
Illinois,1950,30.4
Illinois,1951,34.6
Illinois,1951,38.1
Illinois,1951,45.1
Illinois,1951,58.5
Illinois,1951,76.2
Illinois,1951,78.9
Illinois,1951,84.6
Illinois,1951,82.9
Illinois,1951,74.0
Illinois,1951,67.3
Illinois,1951,42.5
Illinois,1951,37.0
Illinois,1952,38.8
Illinois,1952,43.1
Illinois,1952,46.7
Illinois,1952,64.1
Illinois,1952,73.0
Illinois,1952,88.8
Illinois,1952,89.1
Illinois,1952,84.3
Illinois,1952,80.0
Illinois,1952,64.0
Illinois,1952,52.6
Illinois,1952,39.2
Illinois,1953,37.2
Illinois,1953,44.6
Illinois,1953,50.9
Illinois,1953,58.7
Illinois,1953,74.7
Illinois,1953,88.6
Illinois,1953,88.6
Illinois,1953,87.8
Illinois,1953,82.7
Illinois,1953,72.4
Illinois,1953,53.6
Illinois,1953,41.2
Illinois,1954,36.9
Illinois,1954,49.1
Illinois,1954,47.3
Illinois,1954,69.1
Illinois,1954,70.2
Illinois,1954,87.5
Illinois,1954,91.4
Illinois,1954,85.2
Illinois,1954,83.0
Illinois,1954,65.3
Illinois,1954,51.2
Illinois,1954,38.3
Illinois,1955,34.6
Illinois,1955,38.7
Illinois,1955,50.5
Illinois,1955,70.0
Illinois,1955,76.1
Illinois,1955,78.7
Illinois,1955,90.8
Illinois,1955,88.9
Illinois,1955,81.7
Illinois,1955,66.3
Illinois,1955,47.2
Illinois,1955,36.1
Illinois,1956,34.7
Illinois,1956,39.2
Illinois,1956,50.9
Illinois,1956,62.2
Illinois,1956,76.0
Illinois,1956,85.3
Illinois,1956,84.7
Illinois,1956,85.3
Illinois,1956,79.8
Illinois,1956,74.4
Illinois,1956,50.6
Illinois,1956,41.4
Illinois,1957,29.5
Illinois,1957,42.6
Illinois,1957,48.9
Illinois,1957,62.1
Illinois,1957,72.6
Illinois,1957,82.1
Illinois,1957,87.3
Illinois,1957,85.5
Illinois,1957,75.9
Illinois,1957,62.5
Illinois,1957,48.3
Illinois,1957,44.1
Illinois,1958,33.2
Illinois,1958,30.3
Illinois,1958,43.1
Illinois,1958,63.2
Illinois,1958,75.6
Illinois,1958,78.1
Illinois,1958,82.3
Illinois,1958,84.6
Illinois,1958,76.9
Illinois,1958,68.3
Illinois,1958,54.0
Illinois,1958,33.1
Illinois,1959,30.1
Illinois,1959,38.0
Illinois,1959,50.4
Illinois,1959,63.3
Illinois,1959,77.3
Illinois,1959,84.9
Illinois,1959,86.3
Illinois,1959,87.3
Illinois,1959,79.6
Illinois,1959,62.8
Illinois,1959,43.2
Illinois,1959,42.3
Illinois,1960,35.4
Illinois,1960,32.9
Illinois,1960,34.5
Illinois,1960,66.1
Illinois,1960,69.9
Illinois,1960,80.2
Illinois,1960,84.5
Illinois,1960,85.5
Illinois,1960,81.8
Illinois,1960,66.9
Illinois,1960,52.1
Illinois,1960,34.5
Illinois,1961,33.6
Illinois,1961,43.4
Illinois,1961,51.1
Illinois,1961,56.9
Illinois,1961,69.7
Illinois,1961,82.4
Illinois,1961,85.1
Illinois,1961,83.9
Illinois,1961,79.8
Illinois,1961,66.8
Illinois,1961,49.4
Illinois,1961,34.9
Illinois,1962,28.4
Illinois,1962,38.1
Illinois,1962,43.9
Illinois,1962,62.2
Illinois,1962,80.8
Illinois,1962,83.3
Illinois,1962,83.9
Illinois,1962,85.4
Illinois,1962,75.1
Illinois,1962,68.0
Illinois,1962,50.5
Illinois,1962,35.8
Illinois,1963,24.7
Illinois,1963,32.6
Illinois,1963,54.2
Illinois,1963,67.3
Illinois,1963,72.7
Illinois,1963,86.3
Illinois,1963,85.8
Illinois,1963,82.7
Illinois,1963,79.1
Illinois,1963,77.7
Illinois,1963,54.4
Illinois,1963,27.0
Illinois,1964,39.9
Illinois,1964,38.4
Illinois,1964,48.2
Illinois,1964,64.4
Illinois,1964,78.8
Illinois,1964,84.6
Illinois,1964,87.0
Illinois,1964,84.8
Illinois,1964,78.5
Illinois,1964,65.6
Illinois,1964,55.5
Illinois,1964,35.8
Illinois,1965,35.7
Illinois,1965,38.8
Illinois,1965,39.2
Illinois,1965,63.6
Illinois,1965,79.2
Illinois,1965,82.6
Illinois,1965,84.8
Illinois,1965,82.9
Illinois,1965,75.8
Illinois,1965,65.5
Illinois,1965,54.2
Illinois,1965,45.4
Illinois,1966,29.2
Illinois,1966,37.5
Illinois,1966,52.5
Illinois,1966,58.9
Illinois,1966,69.8
Illinois,1966,83.4
Illinois,1966,90.9
Illinois,1966,82.7
Illinois,1966,74.5
Illinois,1966,64.5
Illinois,1966,52.7
Illinois,1966,37.7
Illinois,1967,39.3
Illinois,1967,35.2
Illinois,1967,51.9
Illinois,1967,64.9
Illinois,1967,69.1
Illinois,1967,82.6
Illinois,1967,83.0
Illinois,1967,79.6
Illinois,1967,74.7
Illinois,1967,63.9
Illinois,1967,45.8
Illinois,1967,38.7
Illinois,1968,32.2
Illinois,1968,34.9
Illinois,1968,54.6
Illinois,1968,64.3
Illinois,1968,69.9
Illinois,1968,84.2
Illinois,1968,85.2
Illinois,1968,84.6
Illinois,1968,77.0
Illinois,1968,66.2
Illinois,1968,47.8
Illinois,1968,36.4
Illinois,1969,30.5
Illinois,1969,37.4
Illinois,1969,44.6
Illinois,1969,64.6
Illinois,1969,74.0
Illinois,1969,79.8
Illinois,1969,85.9
Illinois,1969,84.7
Illinois,1969,76.5
Illinois,1969,63.7
Illinois,1969,48.0
Illinois,1969,34.3
Illinois,1970,26.5
Illinois,1970,37.8
Illinois,1970,45.0
Illinois,1970,64.5
Illinois,1970,76.7
Illinois,1970,80.4
Illinois,1970,86.5
Illinois,1970,83.8
Illinois,1970,79.4
Illinois,1970,64.8
Illinois,1970,48.1
Illinois,1970,41.0
Illinois,1971,30.7
Illinois,1971,37.3
Illinois,1971,46.7
Illinois,1971,65.3
Illinois,1971,71.1
Illinois,1971,87.6
Illinois,1971,82.7
Illinois,1971,83.7
Illinois,1971,80.6
Illinois,1971,72.8
Illinois,1971,51.9
Illinois,1971,43.4
Illinois,1972,33.5
Illinois,1972,37.1
Illinois,1972,49.5
Illinois,1972,61.4
Illinois,1972,76.0
Illinois,1972,81.7
Illinois,1972,84.4
Illinois,1972,83.3
Illinois,1972,77.6
Illinois,1972,61.0
Illinois,1972,43.0
Illinois,1972,33.8
Illinois,1973,36.7
Illinois,1973,39.1
Illinois,1973,56.0
Illinois,1973,59.8
Illinois,1973,69.1
Illinois,1973,83.2
Illinois,1973,86.0
Illinois,1973,84.8
Illinois,1973,77.1
Illinois,1973,70.1
Illinois,1973,52.2
Illinois,1973,35.2
Illinois,1974,33.8
Illinois,1974,40.4
Illinois,1974,53.3
Illinois,1974,65.4
Illinois,1974,70.4
Illinois,1974,77.8
Illinois,1974,88.8
Illinois,1974,81.9
Illinois,1974,72.2
Illinois,1974,66.1
Illinois,1974,49.4
Illinois,1974,37.7
Illinois,1975,37.4
Illinois,1975,35.3
Illinois,1975,44.2
Illinois,1975,59.2
Illinois,1975,76.6
Illinois,1975,82.8
Illinois,1975,85.2
Illinois,1975,84.5
Illinois,1975,72.4
Illinois,1975,69.1
Illinois,1975,55.2
Illinois,1975,39.1
Illinois,1976,32.0
Illinois,1976,48.5
Illinois,1976,56.3
Illinois,1976,66.3
Illinois,1976,70.5
Illinois,1976,82.6
Illinois,1976,87.3
Illinois,1976,82.6
Illinois,1976,77.1
Illinois,1976,59.7
Illinois,1976,44.3
Illinois,1976,34.1
Illinois,1977,19.4
Illinois,1977,38.2
Illinois,1977,55.5
Illinois,1977,69.8
Illinois,1977,81.3
Illinois,1977,82.2
Illinois,1977,88.9
Illinois,1977,81.8
Illinois,1977,77.7
Illinois,1977,62.7
Illinois,1977,49.5
Illinois,1977,34.0
Illinois,1978,24.3
Illinois,1978,26.0
Illinois,1978,42.1
Illinois,1978,63.7
Illinois,1978,71.0
Illinois,1978,83.6
Illinois,1978,85.5
Illinois,1978,84.1
Illinois,1978,82.7
Illinois,1978,64.3
Illinois,1978,52.3
Illinois,1978,37.1
Illinois,1979,21.1
Illinois,1979,26.7
Illinois,1979,48.3
Illinois,1979,58.6
Illinois,1979,73.5
Illinois,1979,83.8
Illinois,1979,84.2
Illinois,1979,82.7
Illinois,1979,78.9
Illinois,1979,66.1
Illinois,1979,49.6
Illinois,1979,42.7
Illinois,1980,33.7
Illinois,1980,30.9
Illinois,1980,44.3
Illinois,1980,60.8
Illinois,1980,75.1
Illinois,1980,82.4
Illinois,1980,90.3
Illinois,1980,88.4
Illinois,1980,79.7
Illinois,1980,63.3
Illinois,1980,51.0
Illinois,1980,38.7
Illinois,1981,34.6
Illinois,1981,41.7
Illinois,1981,52.1
Illinois,1981,68.8
Illinois,1981,68.9
Illinois,1981,83.0
Illinois,1981,84.3
Illinois,1981,82.0
Illinois,1981,75.8
Illinois,1981,63.5
Illinois,1981,53.6
Illinois,1981,35.2
Illinois,1982,26.2
Illinois,1982,33.3
Illinois,1982,48.7
Illinois,1982,58.1
Illinois,1982,78.8
Illinois,1982,77.8
Illinois,1982,85.4
Illinois,1982,81.7
Illinois,1982,75.5
Illinois,1982,67.2
Illinois,1982,50.6
Illinois,1982,45.2
Illinois,1983,35.0
Illinois,1983,42.4
Illinois,1983,49.2
Illinois,1983,55.6
Illinois,1983,69.3
Illinois,1983,83.5
Illinois,1983,90.9
Illinois,1983,91.3
Illinois,1983,80.0
Illinois,1983,66.0
Illinois,1983,52.9
Illinois,1983,24.3
Illinois,1984,30.1
Illinois,1984,45.0
Illinois,1984,40.0
Illinois,1984,58.9
Illinois,1984,70.2
Illinois,1984,85.5
Illinois,1984,84.9
Illinois,1984,87.0
Illinois,1984,75.8
Illinois,1984,67.5
Illinois,1984,50.8
Illinois,1984,44.9
Illinois,1985,27.2
Illinois,1985,32.9
Illinois,1985,54.3
Illinois,1985,67.8
Illinois,1985,76.4
Illinois,1985,79.8
Illinois,1985,85.5
Illinois,1985,80.7
Illinois,1985,78.0
Illinois,1985,66.6
Illinois,1985,49.4
Illinois,1985,30.4
Illinois,1986,37.7
Illinois,1986,36.0
Illinois,1986,54.5
Illinois,1986,68.8
Illinois,1986,74.9
Illinois,1986,84.1
Illinois,1986,87.8
Illinois,1986,81.4
Illinois,1986,79.9
Illinois,1986,65.2
Illinois,1986,45.6
Illinois,1986,38.3
Illinois,1987,33.8
Illinois,1987,44.9
Illinois,1987,55.1
Illinois,1987,65.9
Illinois,1987,80.8
Illinois,1987,86.3
Illinois,1987,88.0
Illinois,1987,85.3
Illinois,1987,79.1
Illinois,1987,60.9
Illinois,1987,54.8
Illinois,1987,40.2
Illinois,1988,32.0
Illinois,1988,35.3
Illinois,1988,51.3
Illinois,1988,65.0
Illinois,1988,79.0
Illinois,1988,88.1
Illinois,1988,90.2
Illinois,1988,90.0
Illinois,1988,80.4
Illinois,1988,60.3
Illinois,1988,51.7
Illinois,1988,40.9
Illinois,1989,43.3
Illinois,1989,30.3
Illinois,1989,50.2
Illinois,1989,62.7
Illinois,1989,70.9
Illinois,1989,81.5
Illinois,1989,85.8
Illinois,1989,83.7
Illinois,1989,74.4
Illinois,1989,68.3
Illinois,1989,51.5
Illinois,1989,27.6
Illinois,1990,45.5
Illinois,1990,44.6
Illinois,1990,54.0
Illinois,1990,61.8
Illinois,1990,68.6
Illinois,1990,82.6
Illinois,1990,84.4
Illinois,1990,82.9
Illinois,1990,79.0
Illinois,1990,65.3
Illinois,1990,57.5
Illinois,1990,39.4
Illinois,1991,30.3
Illinois,1991,42.8
Illinois,1991,53.9
Illinois,1991,66.8
Illinois,1991,78.6
Illinois,1991,86.2
Illinois,1991,87.6
Illinois,1991,86.4
Illinois,1991,78.2
Illinois,1991,67.0
Illinois,1991,45.7
Illinois,1991,41.6
Illinois,1992,38.2
Illinois,1992,45.2
Illinois,1992,52.6
Illinois,1992,61.9
Illinois,1992,73.4
Illinois,1992,80.8
Illinois,1992,82.6
Illinois,1992,79.6
Illinois,1992,75.5
Illinois,1992,65.8
Illinois,1992,46.5
Illinois,1992,38.1
Illinois,1993,35.1
Illinois,1993,35.3
Illinois,1993,44.9
Illinois,1993,59.2
Illinois,1993,74.3
Illinois,1993,80.9
Illinois,1993,85.5
Illinois,1993,84.7
Illinois,1993,71.2
Illinois,1993,63.2
Illinois,1993,47.8
Illinois,1993,37.8
Illinois,1994,27.6
Illinois,1994,36.2
Illinois,1994,51.8
Illinois,1994,65.0
Illinois,1994,73.1
Illinois,1994,85.3
Illinois,1994,84.5
Illinois,1994,81.9
Illinois,1994,76.8
Illinois,1994,67.6
Illinois,1994,55.4
Illinois,1994,43.4
Illinois,1995,32.6
Illinois,1995,39.2
Illinois,1995,53.8
Illinois,1995,61.5
Illinois,1995,69.8
Illinois,1995,83.3
Illinois,1995,87.1
Illinois,1995,89.0
Illinois,1995,75.4
Illinois,1995,68.0
Illinois,1995,45.2
Illinois,1995,36.6
Illinois,1996,33.1
Illinois,1996,40.2
Illinois,1996,44.9
Illinois,1996,60.5
Illinois,1996,71.4
Illinois,1996,81.5
Illinois,1996,83.6
Illinois,1996,84.4
Illinois,1996,75.6
